path,pillar,mode,seed,collapse_run,collapse_reason,n_interventions,n_tokens_total,n_tokens_total_model,stop_aux,stop_aux_reason,epsilon_pi,k_consecutive,rep_threshold
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_175.jsonl,HUM,baseline,175,1,REP,0,235,325,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_176.jsonl,HUM,baseline,176,0,NONE,0,395,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_177.jsonl,HUM,baseline,177,0,NONE,0,459,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_178.jsonl,HUM,baseline,178,0,NONE,0,317,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_179.jsonl,HUM,baseline,179,1,REP,0,381,458,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_180.jsonl,HUM,baseline,180,0,NONE,0,377,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_181.jsonl,HUM,baseline,181,0,NONE,0,313,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_182.jsonl,HUM,baseline,182,0,NONE,0,388,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_183.jsonl,HUM,baseline,183,0,NONE,0,356,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_184.jsonl,HUM,baseline,184,0,NONE,0,405,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_185.jsonl,HUM,baseline,185,0,NONE,0,425,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_186.jsonl,HUM,baseline,186,0,NONE,0,340,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_187.jsonl,HUM,baseline,187,0,NONE,0,405,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_188.jsonl,HUM,baseline,188,0,NONE,0,401,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_189.jsonl,HUM,baseline,189,0,NONE,0,395,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_190.jsonl,HUM,baseline,190,0,NONE,0,389,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_191.jsonl,HUM,baseline,191,0,NONE,0,371,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_192.jsonl,HUM,baseline,192,0,NONE,0,379,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_193.jsonl,HUM,baseline,193,1,REP,0,363,501,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_194.jsonl,HUM,baseline,194,0,NONE,0,402,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_195.jsonl,HUM,baseline,195,1,REP,0,238,384,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_196.jsonl,HUM,baseline,196,0,NONE,0,366,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_197.jsonl,HUM,baseline,197,0,NONE,0,386,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_198.jsonl,HUM,baseline,198,0,NONE,0,358,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_199.jsonl,HUM,baseline,199,0,NONE,0,367,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_200.jsonl,HUM,baseline,200,0,NONE,0,386,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_201.jsonl,HUM,baseline,201,0,NONE,0,396,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_202.jsonl,HUM,baseline,202,0,NONE,0,368,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_203.jsonl,HUM,baseline,203,0,NONE,0,365,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_204.jsonl,HUM,baseline,204,0,NONE,0,344,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_205.jsonl,HUM,baseline,205,0,NONE,0,373,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_206.jsonl,HUM,baseline,206,0,NONE,0,398,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_207.jsonl,HUM,baseline,207,0,NONE,0,380,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_208.jsonl,HUM,baseline,208,1,REP,0,136,230,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_209.jsonl,HUM,baseline,209,0,NONE,0,335,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_210.jsonl,HUM,baseline,210,0,NONE,0,399,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_211.jsonl,HUM,baseline,211,0,NONE,0,314,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_212.jsonl,HUM,baseline,212,0,NONE,0,339,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_213.jsonl,HUM,baseline,213,0,NONE,0,413,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_214.jsonl,HUM,baseline,214,0,NONE,0,394,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_215.jsonl,HUM,baseline,215,1,REP,0,199,240,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_216.jsonl,HUM,baseline,216,0,NONE,0,373,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_217.jsonl,HUM,baseline,217,0,NONE,0,432,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_218.jsonl,HUM,baseline,218,0,NONE,0,323,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_219.jsonl,HUM,baseline,219,0,NONE,0,412,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_220.jsonl,HUM,baseline,220,0,NONE,0,384,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_221.jsonl,HUM,baseline,221,0,NONE,0,364,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_222.jsonl,HUM,baseline,222,0,NONE,0,388,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_223.jsonl,HUM,baseline,223,0,NONE,0,362,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_224.jsonl,HUM,baseline,224,0,NONE,0,398,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_225.jsonl,HUM,baseline,225,0,NONE,0,380,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_226.jsonl,HUM,baseline,226,0,NONE,0,360,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_227.jsonl,HUM,baseline,227,0,NONE,0,404,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_228.jsonl,HUM,baseline,228,0,NONE,0,375,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_229.jsonl,HUM,baseline,229,0,NONE,0,403,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_230.jsonl,HUM,baseline,230,0,NONE,0,367,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_231.jsonl,HUM,baseline,231,0,NONE,0,382,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_232.jsonl,HUM,baseline,232,0,NONE,0,376,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_233.jsonl,HUM,baseline,233,0,NONE,0,399,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_234.jsonl,HUM,baseline,234,0,NONE,0,449,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_235.jsonl,HUM,baseline,235,1,REP,0,294,448,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_236.jsonl,HUM,baseline,236,0,NONE,0,376,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_237.jsonl,HUM,baseline,237,0,NONE,0,384,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_238.jsonl,HUM,baseline,238,0,NONE,0,308,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_239.jsonl,HUM,baseline,239,1,REP,0,285,380,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_240.jsonl,HUM,baseline,240,0,NONE,0,367,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_241.jsonl,HUM,baseline,241,0,NONE,0,334,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_242.jsonl,HUM,baseline,242,0,NONE,0,357,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_243.jsonl,HUM,baseline,243,0,NONE,0,374,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_244.jsonl,HUM,baseline,244,0,NONE,0,314,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_245.jsonl,HUM,baseline,245,0,NONE,0,384,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_246.jsonl,HUM,baseline,246,0,NONE,0,385,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_247.jsonl,HUM,baseline,247,0,NONE,0,373,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_248.jsonl,HUM,baseline,248,1,REP,0,237,320,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_249.jsonl,HUM,baseline,249,0,NONE,0,356,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_250.jsonl,HUM,baseline,250,0,NONE,0,401,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_251.jsonl,HUM,baseline,251,0,NONE,0,390,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_252.jsonl,HUM,baseline,252,0,NONE,0,287,422,1,EMPTY_CHUNK,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_253.jsonl,HUM,baseline,253,0,NONE,0,404,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_254.jsonl,HUM,baseline,254,0,NONE,0,371,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_255.jsonl,HUM,baseline,255,1,REP,0,192,240,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_256.jsonl,HUM,baseline,256,0,NONE,0,407,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_257.jsonl,HUM,baseline,257,0,NONE,0,429,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_258.jsonl,HUM,baseline,258,0,NONE,0,311,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_259.jsonl,HUM,baseline,259,1,REP,0,375,477,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_260.jsonl,HUM,baseline,260,0,NONE,0,372,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_261.jsonl,HUM,baseline,261,0,NONE,0,362,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_262.jsonl,HUM,baseline,262,0,NONE,0,361,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_263.jsonl,HUM,baseline,263,0,NONE,0,356,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_264.jsonl,HUM,baseline,264,0,NONE,0,395,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_265.jsonl,HUM,baseline,265,0,NONE,0,408,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_266.jsonl,HUM,baseline,266,0,NONE,0,358,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_267.jsonl,HUM,baseline,267,0,NONE,0,370,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_268.jsonl,HUM,baseline,268,0,NONE,0,365,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_269.jsonl,HUM,baseline,269,0,NONE,0,410,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_270.jsonl,HUM,baseline,270,0,NONE,0,406,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_271.jsonl,HUM,baseline,271,0,NONE,0,347,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_272.jsonl,HUM,baseline,272,0,NONE,0,397,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_273.jsonl,HUM,baseline,273,0,NONE,0,416,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_274.jsonl,HUM,baseline,274,0,NONE,0,405,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_275.jsonl,HUM,baseline,275,0,NONE,0,324,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_276.jsonl,HUM,baseline,276,1,REP,0,293,413,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_277.jsonl,HUM,baseline,277,0,NONE,0,349,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_278.jsonl,HUM,baseline,278,0,NONE,0,280,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_279.jsonl,HUM,baseline,279,0,NONE,0,394,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_280.jsonl,HUM,baseline,280,0,NONE,0,382,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_281.jsonl,HUM,baseline,281,1,REP,0,113,136,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_282.jsonl,HUM,baseline,282,0,NONE,0,349,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_283.jsonl,HUM,baseline,283,0,NONE,0,375,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_284.jsonl,HUM,baseline,284,0,NONE,0,305,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_285.jsonl,HUM,baseline,285,0,NONE,0,384,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_286.jsonl,HUM,baseline,286,0,NONE,0,389,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_287.jsonl,HUM,baseline,287,0,NONE,0,367,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_288.jsonl,HUM,baseline,288,1,REP,0,268,334,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_289.jsonl,HUM,baseline,289,0,NONE,0,357,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_290.jsonl,HUM,baseline,290,0,NONE,0,412,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_291.jsonl,HUM,baseline,291,0,NONE,0,353,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_292.jsonl,HUM,baseline,292,0,NONE,0,292,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_293.jsonl,HUM,baseline,293,0,NONE,0,373,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_294.jsonl,HUM,baseline,294,0,NONE,0,372,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_295.jsonl,HUM,baseline,295,1,REP,0,224,271,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_296.jsonl,HUM,baseline,296,0,NONE,0,394,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_297.jsonl,HUM,baseline,297,0,NONE,0,427,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_298.jsonl,HUM,baseline,298,0,NONE,0,344,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_299.jsonl,HUM,baseline,299,1,REP,0,283,344,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_300.jsonl,HUM,baseline,300,0,NONE,0,335,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_301.jsonl,HUM,baseline,301,0,NONE,0,323,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_302.jsonl,HUM,baseline,302,0,NONE,0,382,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_303.jsonl,HUM,baseline,303,0,NONE,0,380,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_304.jsonl,HUM,baseline,304,0,NONE,0,394,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_305.jsonl,HUM,baseline,305,0,NONE,0,434,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_306.jsonl,HUM,baseline,306,0,NONE,0,366,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_307.jsonl,HUM,baseline,307,0,NONE,0,368,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_308.jsonl,HUM,baseline,308,0,NONE,0,354,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_309.jsonl,HUM,baseline,309,0,NONE,0,399,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_310.jsonl,HUM,baseline,310,0,NONE,0,390,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_311.jsonl,HUM,baseline,311,0,NONE,0,365,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_312.jsonl,HUM,baseline,312,0,NONE,0,404,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_313.jsonl,HUM,baseline,313,0,NONE,0,430,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_314.jsonl,HUM,baseline,314,0,NONE,0,389,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_315.jsonl,HUM,baseline,315,0,NONE,0,319,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_316.jsonl,HUM,baseline,316,0,NONE,0,405,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_317.jsonl,HUM,baseline,317,0,NONE,0,357,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_318.jsonl,HUM,baseline,318,0,NONE,0,393,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_319.jsonl,HUM,baseline,319,1,REP,0,292,392,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_320.jsonl,HUM,baseline,320,0,NONE,0,379,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_321.jsonl,HUM,baseline,321,1,REP,0,327,391,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_322.jsonl,HUM,baseline,322,0,NONE,0,343,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_323.jsonl,HUM,baseline,323,0,NONE,0,351,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_324.jsonl,HUM,baseline,324,0,NONE,0,323,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_325.jsonl,HUM,baseline,325,0,NONE,0,377,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_326.jsonl,HUM,baseline,326,0,NONE,0,377,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_327.jsonl,HUM,baseline,327,0,NONE,0,345,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_328.jsonl,HUM,baseline,328,1,REP,0,225,305,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_329.jsonl,HUM,baseline,329,0,NONE,0,358,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_330.jsonl,HUM,baseline,330,1,REP,0,370,429,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_331.jsonl,HUM,baseline,331,0,NONE,0,351,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_332.jsonl,HUM,baseline,332,0,NONE,0,301,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_333.jsonl,HUM,baseline,333,0,NONE,0,392,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_334.jsonl,HUM,baseline,334,0,NONE,0,381,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_335.jsonl,HUM,baseline,335,0,NONE,0,407,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_336.jsonl,HUM,baseline,336,0,NONE,0,366,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_337.jsonl,HUM,baseline,337,0,NONE,0,449,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_338.jsonl,HUM,baseline,338,0,NONE,0,317,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_339.jsonl,HUM,baseline,339,1,REP,0,350,437,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_340.jsonl,HUM,baseline,340,0,NONE,0,329,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_341.jsonl,HUM,baseline,341,0,NONE,0,366,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_342.jsonl,HUM,baseline,342,0,NONE,0,358,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_343.jsonl,HUM,baseline,343,0,NONE,0,361,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_344.jsonl,HUM,baseline,344,0,NONE,0,397,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_345.jsonl,HUM,baseline,345,0,NONE,0,437,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_346.jsonl,HUM,baseline,346,0,NONE,0,356,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_347.jsonl,HUM,baseline,347,0,NONE,0,379,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_348.jsonl,HUM,baseline,348,0,NONE,0,393,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_349.jsonl,HUM,baseline,349,0,NONE,0,405,512,0,NONE,,,
exp_vnext_ollama_512/runs_500_hum_sensitive_baseline/baseline/HUM/seed_350.jsonl,HUM,baseline,350,0,NONE,0,401,512,0,NONE,,,
